"id","cond","rfapro2","rfapro3","rfapro4","rfapro5","rfapre1","rfapre2","rfapre3","rfapre5","rfbpro2","rfbpro3","rfbpro4","rfbpro5","rfbpre1","rfbpre2","rfbpre3","rfbpre5","RFQpro1r","RFQpre1r","RFQpro2","RFQpre2r","RFQpre3","RFQpre4r","RFQpro3","RFQpre5r","RFQpro4r","RFQpro5","RFQpro6r","strategies_1_TEXT","strategies_2_TEXT","strategies_3_TEXT","strategies_4_TEXT","strategies_5_TEXT","strategies_6_TEXT","strategies_7_TEXT","strategies_8_TEXT","strategies_9_TEXT","strategies_10_TEXT","ideal","growth","idealself","attain","eager","pursueopp","desirable","ought","security","oughtself","maintain","cautious","vigilant","missopp","mistake","feasible","happy","disappoint","satis","low","sad","discourage","tense","agit","calm","onedge","uneasy","relax","stratpro1_1","stratpro1_2","stratpro1_3","stratpro1_4","stratpro1_5","stratpro1_6","stratpro1_7","stratpro1_8","stratpro1_9","stratpro1_10","stratpre1_1","stratpre1_2","stratpre1_3","stratpre1_4","stratpre1_5","stratpre1_6","stratpre1_7","stratpre1_8","stratpre1_9","stratpre1_10","stratpro2_1","stratpro2_2","stratpro2_3","stratpro2_4","stratpro2_5","stratpro2_6","stratpro2_7","stratpro2_8","stratpro2_9","stratpro2_10","stratpre2_1","stratpre2_2","stratpre2_3","stratpre2_4","stratpre2_5","stratpre2_6","stratpre2_7","stratpre2_8","stratpre2_9","stratpre2_10","strat.feas_1","strat.feas_2","strat.feas_3","strat.feas_4","strat.feas_5","strat.feas_6","strat.feas_7","strat.feas_8","strat.feas_9","strat.feas_10","counter1_1_TEXT","counter1_2_TEXT","counter1_3_TEXT","counter1_4_TEXT","counter1_5_TEXT","counter1_6_TEXT","counter1_7_TEXT","counter1_8_TEXT","counter1_9_TEXT","counter1_10_TEXT","counter2_1","counter2_2","counter2_3","counter2_4","counter2_5","counter2_6","counter2_7","counter2_8","counter2_9","counter2_10","age","gender"
617,"1",5,5,4,5,5,5,6,6,5,6,6,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caring","Enthusiastic","Bright","Affectionate","Interested","Thoughtful","","","","",5,5,5,4,5,5,3,5,5,5,5,1,1,1,2,3,4,6,6,5,6,6,6,4,5,6,5,6,5,5,5,5,5,5,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,"communicated my opinions respectfully and openly","tried to understand my sister's perspective","","","","","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,18,2
618,"1",5,5,4,4,7,5,4,4,5,4,5,5,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expressing interest in the other person's life","remembering birthdays, ect.","supporting the things they do! (emotionally)","offering help when they're upset, or someone to talk to","treating them with respect","","","","","",5,4,4,4,4,3,4,5,5,4,4,2,5,5,5,4,1,8,2,6,6,8,8,8,2,8,8,2,4,3,4,5,3,NA,NA,NA,NA,NA,3,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,5,4,NA,NA,NA,NA,NA,1,1,5,3,7,NA,NA,NA,NA,NA,"texted her back on time","cared more about my friends","was better in general at showing how much I care about people","","","","","",NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
619,"2",6,6,5,6,6,7,5,7,5,6,6,5,3,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study","Go to class","Do the assignments","Ask questions","Follow-up by myself on interesting topics","Be engaged","Actively learn","","","",4,5,4,4,3,4,3,5,3,5,5,1,3,4,5,4,1,9,1,3,1,1,2,5,1,1,1,1,4,5,5,3,3,5,5,NA,NA,NA,4,5,5,2,2,3,3,NA,NA,NA,3,3,3,3,5,5,5,NA,NA,NA,5,5,5,4,2,5,5,NA,NA,NA,1,1,1,5,3,7,7,NA,NA,NA,"had not let pre-formed misconceptions guide me.","had not become complacent.","had remembered that we are always learning.","had tried harder.","had been more dedicated to my studies.","had not been overconfident.","","",NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,18,2
626,"2",6,6,6,5,7,5,6,5,4,6,6,5,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Think of what other people will see as funny","Try to do things that are unexpected","Acting in an exagerated way to convey emotion","Using body language effectively","Create characters who are not normal","Say things others may not be comfortable saying","","","","",5,4,3,3,5,4,3,4,4,3,4,3,4,4,3,2,1,7,1,5,2,8,7,7,5,2,2,5,5,4,4,3,3,4,NA,NA,NA,NA,4,2,2,2,2,1,NA,NA,NA,NA,5,4,3,3,3,3,NA,NA,NA,NA,5,4,3,3,3,2,NA,NA,NA,NA,7,7,3,2,5,3,NA,NA,NA,NA,"had more experience","had put more energy into the scene","had thought of a better idea for my character","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,18,1
630,"2",5,5,5,5,4,5,6,5,4,4,5,4,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i do a lot of charity work","","","","","","","","","",4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable ","","","","","","","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2
637,"1",7,7,7,7,6,6,7,7,7,7,7,NA,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Try to literally understand the material being taught.","Try to empathize and sympathize with other students","Try to be encouraging to students when they give presentations in class","Don't get upset with other students who need extra explanantions from professors","Don't get upset with other students if they make a mistake on group projects","","","","","",4,5,4,4,4,5,3,4,4,4,4,3,5,5,5,3,3,8,1,5,5,6,8,8,3,9,9,1,5,5,4,4,4,NA,NA,NA,NA,NA,5,5,4,4,5,NA,NA,NA,NA,NA,5,5,4,4,4,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,5,NA,1,7,2,4,5,NA,NA,NA,NA,NA,"had done the scheduling myself.","had volunteered to help unload audio and footage.","had made more meeting with my group members.","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
640,"2",7,7,7,7,3,2,5,2,6,6,6,5,1,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"When studying, I put my phone away.","Focus for 40 minutes, then take a 10 minute break. ","I try not to go out on days before a test or quiz.","I read the textbook. ","I solve the practice quizzes/tests on Canvas. ","I finish studying before going to sleep. ","","","","",5,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,1,9,1,6,6,9,8,9,4,4,6,1,5,4,5,3,3,3,NA,NA,NA,NA,4,4,5,4,4,4,NA,NA,NA,NA,4,4,4,5,4,5,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,1,1,3,NA,NA,NA,NA,"memorized more vocabulary words. ","paid more attention while I was studying. ","spent more time studying. ","","","","","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,18,2
651,"1",4,4,5,3,2,5,4,4,5,5,6,4,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Set a good example","care for my younger siblings","drive siblings where they need to go","be on top of my own work without constant reminding","help with the work of my siblings","help out around the house ","","","","",4,5,3,2,4,4,3,4,4,4,4,4,3,2,3,2,1,7,1,8,8,9,7,2,3,3,8,3,5,5,4,5,4,4,NA,NA,NA,NA,5,2,1,5,2,3,NA,NA,NA,NA,4,3,1,4,4,2,NA,NA,NA,NA,5,4,1,4,2,1,NA,NA,NA,NA,7,5,3,4,2,2,2,NA,NA,NA,"had told my other sister the ""secret"".","encouraged my sister that told me the ""secret"" to tell my other sister, so we would all be included.","had not agreed to keep a ""secret"" from my other sister.","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
655,"2",7,6,6,5,5,7,4,6,5,6,5,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not too frequent with texting/calling/hanging out","","","","","","","","","",3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,6,1,7,1,1,1,1,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"had more experience comforting people.","","","","","","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2
668,"1",4,5,6,6,6,6,6,5,5,5,4,5,7,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To maintain focus on the significance of what I'm doing","Trying not to get caught up in the details","Finding a way to care about what I'm doing","Keeping an open mind","Trying not to reject any ideas immediately","","","","","",4,4,5,5,4,5,2,5,3,5,4,1,2,3,4,2,1,9,1,9,6,3,7,8,2,2,6,2,3,2,3,3,2,NA,NA,NA,NA,NA,1,1,1,2,5,NA,NA,NA,NA,NA,1,1,3,2,1,NA,NA,NA,NA,NA,4,2,3,1,1,NA,NA,NA,NA,NA,7,7,3,7,7,NA,NA,NA,NA,NA,"had decided to use a different assay for evaluation.","had figured out an optimal protocol sooner.","had worked faster the previous summer before my mentor left the lab.","hadn't wasted time helping with others' projects.","","","","",NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,19,1
676,"1",3,3,2,2,4,3,3,3,4,4,4,4,6,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trying to learn about their interests and supporting them","listening if they have problems or things they want to talk about","supporting their accomplishments ","showing interest in spending time with them","respecting their space","","","","","",4,5,5,3,4,4,4,4,2,5,4,2,4,3,4,3,1,7,1,7,6,7,9,9,2,9,9,1,5,5,4,4,4,NA,NA,NA,NA,NA,4,5,4,5,5,NA,NA,NA,NA,NA,5,5,NA,3,2,NA,NA,NA,NA,NA,2,4,2,4,2,NA,NA,NA,NA,NA,6,2,4,5,5,NA,NA,NA,NA,NA,"didn't lose my temper and yell back.","found out more specifically what my friend wanted me to do in talking to her ex","tried to empathize more with her","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,18,2
678,"1",2,3,7,4,5,6,7,6,4,7,6,3,6,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Learning and research","Critical thinking","Questioning authority","Making informed decisions","Asking others to also think","","","","","",5,5,5,5,5,3,2,5,5,5,5,2,3,2,1,3,2,6,2,2,2,6,6,2,9,2,2,7,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,3,5,6,4,7,NA,NA,NA,NA,NA,"Read more","Considered the Green Rainbow Party","","","","","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,20,1
679,"1",7,7,6,6,6,5,6,7,7,6,7,7,7,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Say nice things","Buy him/her coffee","Tell him/her a joke","Text him/her","Have dinner with him/her","Go out with him/her","Smile","Act friendly when meeting each other on Sheridan road","","",5,4,4,4,3,3,2,4,4,4,4,3,4,2,2,1,1,6,1,6,7,7,5,3,3,5,4,1,2,2,2,3,4,4,2,3,NA,NA,4,1,1,1,2,2,2,2,NA,NA,2,1,3,3,3,4,2,2,NA,NA,3,2,1,3,3,4,2,3,NA,NA,4,1,1,3,2,2,2,4,NA,NA,"set two alarms","arrange a later time","have better self discipline","","","","","",NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,20,1
683,"1",7,5,6,3,2,3,6,6,6,6,6,4,2,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENTHAPY","LISTENING INTENTLY AND WITHOUT JUDGEMENT","BEING SUPPORTIVE","BEING OPEN","KNOWING WHEN TO GIVE SPACE ","","","","","",5,5,5,5,5,5,1,5,5,5,5,2,2,1,1,1,1,9,1,9,5,9,9,9,1,9,9,1,5,5,4,5,4,NA,NA,NA,NA,NA,4,5,4,5,5,NA,NA,NA,NA,NA,5,5,5,5,3,NA,NA,NA,NA,NA,5,5,5,4,4,NA,NA,NA,NA,NA,7,7,3,7,3,NA,NA,NA,NA,NA,"JUST LET HER KNOW I WAS THERE","TOLD HER I COULD HELP","TOLD MY FRIENDS TO GET SOME PERSPECTIVE","EMPATHIZED WITH HER","LISTENED TO MY OWN BELIEFS AND NOT MY FRIENDS","SUPPORTED HER IN THE WAY SHE DESERVED","","",NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,18,2
687,"2",6,6,6,6,4,5,6,5,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"think about how my firend is feeling","try to help out my friend when in need","talk to my friend about their day","ask my friend about problems","let my friend vent","","","","","",5,4,4,4,4,4,5,5,4,5,5,3,5,3,4,4,2,4,6,6,7,3,3,1,2,4,8,2,5,5,3,4,5,NA,NA,NA,NA,NA,5,5,4,4,4,NA,NA,NA,NA,NA,4,5,3,4,4,NA,NA,NA,NA,NA,5,5,3,4,4,NA,NA,NA,NA,NA,6,2,NA,4,4,5,NA,NA,NA,NA,"had talked through my issues with my friend","had put the reasons I was mad at my friend behind me","offered assitance, which would have mended things","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,20,1
690,"2",7,7,7,7,6,7,7,7,4,4,7,6,6,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thinking of my parents","Asking my parents how they are doing","Doing things for my parents, even when they don't ask","Helping take care of  my brother","","","","","","",5,5,4,4,3,4,2,5,3,4,4,3,3,2,2,3,1,7,1,7,7,1,8,8,3,5,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,3,3,5,5,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,6,6,5,6,NA,NA,NA,NA,NA,NA,"had looked more carefully and quickly for the directions","had answered the phone right away","had paid more attention","","","","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,19,2
691,"2",6,7,7,7,4,3,6,7,4,4,6,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Communication","Respect","compromise","honesty","Putting the others needs before yours","","","","","",4,4,2,4,4,3,2,4,3,2,3,2,4,3,3,2,1,1,1,2,3,6,1,1,3,1,3,1,4,4,3,4,3,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,2,6,3,3,6,NA,NA,NA,NA,NA,"had put his feelings ahead of mine","had put myself in his shoes","had not put the blame completely on him","had not brought it up","","","","",NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,18,2
701,"2",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calling my parents frequently","Expressing concern over their problems","Expressing excitement for the things they're looking forward to","Keeping my parents updated on my life","Giving my parents gifts","Spending time with my parents","Helping my parents out financially","","","",5,4,4,3,3,2,3,5,3,4,4,2,3,3,4,3,1,6,1,6,8,6,6,2,1,8,8,1,4,3,3,5,3,2,3,NA,NA,NA,4,2,2,4,2,3,2,NA,NA,NA,4,4,4,3,3,4,3,NA,NA,NA,4,2,2,3,2,3,3,NA,NA,NA,1,3,3,2,1,3,2,NA,NA,NA,"had gotten over my laziness for a little and went out to interact with him immediately","had suggested another activity or time when we could spend time together","had told him that I was feeling really lazy at the moment and could spend time later","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
712,"2",6,3,4,3,5,3,6,6,3,5,6,3,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"listening","initiating time to hang out","studying together","giving advice","sharing","surprising friends with fun activities or items","providing support","","","",5,5,5,4,4,4,3,4,4,4,5,2,4,3,3,4,4,1,3,6,2,4,7,7,1,7,5,1,5,3,4,4,3,2,5,NA,NA,NA,3,5,3,3,2,2,4,NA,NA,NA,5,3,3,5,4,4,5,NA,NA,NA,4,2,4,4,3,1,3,NA,NA,NA,5,3,5,3,6,6,5,NA,NA,NA,"had asked her nicely to get dressed faster","had taken a breath and told myself to calm down","had privately spoken to her to hurry up","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
716,"2",5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always being kind to your parents.","Help out even when they don't ask for your help.","Try to make them proud through personal achievements.","","","","","","","",4,5,5,4,3,3,4,4,4,3,5,2,4,3,3,2,1,7,1,6,6,7,6,7,2,6,6,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,"driven my sister.","looked at what my parents had given me and decided to reply the favor.","taken the time to do my parents a favor.","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,19,1
717,"1",5,4,5,4,5,4,5,4,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Get up early","Exercise","Eat Healthy","Go to class","Study over long periods of time","Study every day","Cram for tests","Do practice problems","Stay relaxed and take healthy breaks","Stay sober",5,5,5,5,4,3,3,5,4,5,5,2,2,4,4,4,1,9,1,7,7,7,4,4,6,3,3,2,3,5,2,2,4,4,5,5,4,5,3,5,2,2,4,4,5,5,4,5,4,5,3,3,5,5,4,5,4,5,4,5,3,3,5,5,3,5,5,5,1,1,1,1,1,1,1,1,7,4,"studied every day","paid attention in class","studied in the correct manner","","","","","",NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,20,1
718,"2",5,5,6,3,4,3,6,6,5,4,5,3,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I concentrate at the task at hand","I find motivation in completing my task","I strive to do my best","I have confidence in myself","","","","","","",5,5,5,5,4,4,4,4,4,4,5,NA,4,4,4,3,1,8,2,8,8,8,8,8,5,5,6,5,5,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,"had run faster","had more confidence","pushed through and passed runners","believed in myself","","","","",NA,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,18,1
721,"2",6,7,7,6,6,7,5,7,7,7,7,7,5,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Encouraging them in everything they do","Staying optimistic","Try to bring fun to every situation ","","","","","","","",5,5,4,5,5,5,2,3,4,4,5,1,2,2,1,3,1,4,1,7,7,3,5,8,1,4,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,3,6,3,NA,NA,NA,NA,NA,NA,NA,"had not trusted her","had not gotten into a fight with my boyfriend in the first place","had asked my other friends for advice before her","","","","","",NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,19,2
727,"1",2,2,6,2,1,2,6,5,2,3,5,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"giving them small gifts","helping them with homework","telling them compliments and encouragements","","","","","","","",4,4,4,4,4,3,3,4,4,4,4,2,3,3,2,3,3,6,3,6,6,7,7,7,3,7,7,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,5,2,5,NA,NA,NA,NA,NA,NA,NA,"had smiled more","had said nice things in a happier tone","","","","","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,19,2
729,"1",7,6,6,6,5,4,6,6,3,3,5,7,7,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do background research to achieve the mindset of the time period my character exists in","Read through lines in numerous ways, in front of different people","Spend time where I only think as I feel my character would","People-watch","Meet new people","","","","","",4,5,4,5,4,2,3,4,3,3,4,4,2,3,5,4,1,1,1,9,9,9,1,2,1,3,1,1,3,5,5,5,5,NA,NA,NA,NA,NA,3,1,2,1,1,NA,NA,NA,NA,NA,3,3,3,3,5,NA,NA,NA,NA,NA,1,4,3,2,5,5,NA,NA,NA,NA,1,5,7,2,4,NA,NA,NA,NA,NA,"had remembered the things I had done right.","had noticed that I wasn't the only one whose acting was critiqued.","","","","","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,18,1
730,"1",6,6,4,5,6,6,6,6,6,6,4,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Take risks/think outside of the box when creating characters","Put a bit of myself and my experiences into my characters","Relate with scene partners honestly, instead of acting an archtype ","React as seems appropriate each night (what happened to me throughout the day or the audience's responses might affect my performance)","Formulate what type of journey I want the audience to go on, in regards to my character","","","","","",5,5,5,5,5,4,5,5,3,3,5,1,5,5,2,1,1,9,1,9,9,7,9,9,1,9,9,1,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,1,1,1,1,3,NA,NA,NA,NA,NA,5,7,7,6,2,NA,NA,NA,NA,NA,"had asked someone for help in picking a monologue","analyzed my character","just been myself, rather than trying to play a caricature","connected to my character's situation","changed my acting, when the director began yelling at me","","","",NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,18,2
734,"2",5,6,6,6,5,5,6,4,5,6,6,3,5,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretend I am someone else","Act like pain doesn't hurt","Act like I enjoy pain","Think about how my team needs me","View struggle as an opportunity to do something great","View myself as an underdog who has nothing to lose","Think of the game as fun","","","",5,4,3,3,4,4,3,5,4,4,4,1,3,2,2,1,1,9,2,2,2,5,9,5,4,9,5,4,2,2,3,4,4,4,5,NA,NA,NA,2,4,4,4,2,2,2,NA,NA,NA,2,4,2,4,4,3,3,NA,NA,NA,1,1,1,3,3,4,4,NA,NA,NA,2,2,2,2,6,2,6,NA,NA,NA,"tried harder","wasn't so selfish","was a better player","","","","","",NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,21,1
736,"1",7,7,5,6,7,7,6,6,6,6,6,6,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be empathetic","listen","be patient","help family members in need","help friends in need","help stranger in need","do nice things that are unexpected or not asked for","offer support ","be available","say nice things and do not say things that are mean to others",5,3,3,3,4,5,4,5,3,3,4,1,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"helped the stranger","acted","","","","","","",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,18,2
738,"1",7,7,7,6,6,7,7,3,7,7,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Effectively practoce basic techinque of instrument","Learn your role pieces of music you play (effective ensamble memeber)","Listen to professonials and immidate their styles","Develop an ear for hearing harmony","Maintain the rythmic integrate of the music","Hear the sound you want to produce","Take big, effeicant breathes to play notes","Make sure you instrument/equiment is in good working order","Protray the feeling/emotion/character of the music","Enjoy your development",5,4,4,5,4,5,3,4,5,4,5,2,5,5,4,3,1,8,1,5,5,3,6,9,2,7,6,1,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,4,5,5,4,1,5,5,5,4,5,5,5,2,5,5,5,5,3,3,3,5,3,4,5,5,6,4,6,6,6,2,2,4,2,6,"had more time to practice CC tuba","","","","","","","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
743,"2",7,5,6,6,6,7,7,6,7,5,5,6,7,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Come to work organized and prepared","Work fast and efficiently","Fail quickly","Learn from mistakes instantly","Take criticism and commands well","","","","","",3,4,4,5,5,4,3,4,2,3,4,2,5,4,4,3,1,9,1,8,8,8,7,6,4,3,2,2,5,5,5,5,4,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,5,5,5,5,4,NA,NA,NA,NA,NA,5,3,4,3,3,NA,NA,NA,NA,NA,1,2,3,1,2,NA,NA,NA,NA,NA,"read more carefully","warned them in advance","done a better job","established better relationships with the people there","wasn't so young","had more experience","","",NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,19,1
745,"2",6,7,5,7,6,7,6,5,4,6,5,5,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work out regularly","Try to never take more than a day off","Try new workouts and try to develop new muscles","I push myself to obtain new goals within a specific area of working out (i.e. running farther or faster)","","","","","","",4,4,3,3,4,3,4,4,4,2,5,1,2,2,3,2,1,7,1,7,7,8,6,7,2,5,5,1,5,5,4,4,NA,NA,NA,NA,NA,NA,4,5,3,3,NA,NA,NA,NA,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,NA,NA,3,2,5,6,NA,NA,NA,NA,NA,NA,"Things might have gone better if I had taken this break earlier when it first began hurting","Things might have gone better if I had run less at the time of the injury","Things might have gone better if I stretched more","","","","","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,20,2
750,"1",5,6,6,7,6,5,6,6,5,4,6,6,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"study","not party that much","healthy lifestyle","conscientious to other people","","","","","","",4,4,5,4,5,4,5,4,4,4,5,3,4,4,5,5,6,9,2,7,8,9,5,7,3,6,8,2,4,3,4,3,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,3,2,4,2,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,1,3,6,5,NA,NA,NA,NA,NA,NA,"had gotten better test scores","was more interesting of a person","was the only person from my school who applied ED","had studied more during high school","didn't prioritize social things so much","","","",NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,19,2
